Element Id,Family,Type,Level,Angle,Angle 1,Area,Category,Center Radius,Center to End,Center to End Label,Center to Socket Bottom,Center to Socket Bottom Label,Center to Socket Bottom Not Found,Comments,Design Option,Elevation from Level,Export to IFC,Export to IFC As,Family and Type,Family Name,Fitting Outside Diameter,Fitting Outside Diameter 1,Fitting Outside Diameter 2,Fitting Outside Radius,Fitting Outside Radius 1,Fitting Outside Radius 2,Head Height,Head Width,Height,Height Offset,Host Id,IFC Predefined Type,IfcGUID,Image,Insulation Thickness,Insulation Type,IsCustom,Length,Length 1,Length 10,Length 11,Length 12,Length 2,Length 3,Length 4,Length 5,Length 6,Length 7,Length 8,Length 9,Loss Method,Loss Method Settings,Mark,Max Fitting Outside Diameter 12,Max Nominal Diameter 12,Maximum Size,Min Nominal Diameter 12,Minimum Size,Nominal Diameter,Nominal Diameter 1,Nominal Diameter 2,Nominal Radius,Nominal Radius 1,Nominal Radius 2,OffsetHeight,OffsetWidth,Overall Size,Phase Created,Phase Demolished,Pressure Drop,Radius 1,Radius 2,Size,Socket Bottom to Socket Bottom Run,Socket Depth,Socket Depth 1,Socket Depth 2,Socket Entrance Diameter,Socket Entrance Diameter 1,Socket Entrance Diameter 2,Socket Outside Diameter,Socket Outside Diameter 1,Socket Outside Diameter 2,Socket Outside Radius,Socket Outside Radius 1,Socket Outside Radius 2,SU/SD from Bottom,SU/SD from Top,System Abbreviation,System Classification,System Name,System Type,Thread Length,Tick Size,Tick Size 1,Tick Size 2,Type Id,Type Name,Use Annotation Scale,Visibility 1,Visibility 2,Visibility 3,Volume,Wall Thickness,Wall Thickness 1,Wall Thickness 2,Width Offset
1434226,Bend - PVC - Sch 40 - DWV,Standard,L4,90.00°,90.00°,,-2008049,"2 3/8""",,,"2 3/8""","2 3/8""","2 1/4""",,,"0' - 8""",0,,Standard,,"2 3/8""",,,"1 1/4""",,,,,,,,,0H8$1hpsT7phV4Hoxvmq6Y,,"0""",,,,"2 3/8""",,,,"3 1/8""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"2""",,"2""","2""",,,"1""",,,,,"2""ø-2""ø",New Construction,,0.00 psi,,,"2""ø-2""ø",,"3/4""",,,"2 3/8""",,,"2 3/4""",,,"1 3/8""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1""",,,Standard,,Yes,,,,0.01 CF,"1/8""",,,
1440074,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"3' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4HoxvmrgQ,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.51 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1440182,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4Hoxvmrfc,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 3,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1440200,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 10""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4HoxvmreO,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 3,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1440429,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 10""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4Hoxvmrbz,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,1.76 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 3,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1440431,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"8' - 4""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4Hoxvmrb$,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,1.76 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 3,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1440443,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"8' - 4""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4Hoxvmrbh,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,1.76 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 3,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1440451,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"8' - 4""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4HoxvmraJ,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,1.76 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 3,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1440718,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4HoxvmrWU,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 3,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1440720,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"8' - 4""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4HoxvmrW0,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,1.76 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 3,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1440836,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4Hoxvmr_K,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1440840,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 4""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4Hoxvmr_O,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1441015,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"0' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4Hoxvmryd,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,48,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1441038,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 4""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4HoxvmrxU,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,8.60 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1441617,Tee - Generic,Standard,L4,90.00°,90.00°,,-2008049,,"7/8""","7/8""",,,,,,"1' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4Hoxvmro1,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø-1/2""ø",New Construction,,,,,"1/2""ø-1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 3,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1441621,Elbow - Generic,Standard,L4,45.00°,,,-2008049,"5/8""","1/4""",,,,,,,"1' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4Hoxvmro5,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.54 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 3,Domestic Hot Water,,"1/8""",,,Standard,,Yes,,,,0.00 CF,,,,
1441663,Elbow - Generic,Standard,L4,45.00°,,,-2008049,"5/8""","1/4""",,,,,,,"1' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4Hoxvmrol,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.20 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 3,Domestic Hot Water,,"1/8""",,,Standard,,Yes,,,,0.00 CF,,,,
1441699,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4Hoxvmrnp,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1441709,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4Hoxvmrnz,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1441745,Elbow - Generic,Standard,L4,45.00°,,,-2008049,"5/8""","1/4""",,,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4Hoxvmrm1,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,1.41 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/8""",,,Standard,,Yes,,,,0.00 CF,,,,
1441747,Elbow - Generic,Standard,L4,45.00°,,,-2008049,"5/8""","1/4""",,,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4Hoxvmrm3,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,1.41 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/8""",,,Standard,,Yes,,,,0.00 CF,,,,
1442264,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"3' - 0""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4HoxvmA88,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 3,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1442277,Tee - Generic,Standard,L4,90.00°,90.00°,,-2008049,,"7/8""","7/8""",,,,,,"1' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4HoxvmA8r,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø-1/2""ø",New Construction,,,,,"1/2""ø-1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 3,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1442332,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"1' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4HoxvmA7C,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.38 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 3,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1442334,Elbow - Generic,Standard,L4,45.00°,,,-2008049,"5/8""","1/4""",,,,,,,"1' - 8""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4HoxvmA7E,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,0.20 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 3,Domestic Hot Water,,"1/8""",,,Standard,,Yes,,,,0.00 CF,,,,
1442706,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"3' - 0""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4HoxvmA12,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.65 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1442710,Tee - Generic,Standard,L4,90.00°,90.00°,,-2008049,,"7/8""","7/8""",,,,,,"1' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4HoxvmA16,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø-1/2""ø",New Construction,,,,,"1/2""ø-1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1442714,Elbow - Generic,Standard,L4,45.00°,,,-2008049,"5/8""","1/4""",,,,,,,"1' - 7 7/16""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,0H8$1hpsT7phV4HoxvmA1A,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,1.41 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/8""",,,Standard,,Yes,,,,0.00 CF,,,,
1442799,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"7/8""","7/8""",,,,,,,"11' - 5""",0,,Standard,,"1 1/8""",,,"5/8""",,,,,,,,,0H8$1hpsT7phV4HoxvmA0$,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1""",,"1""","1""",,,"1/2""",,,,,"1""ø-1""ø",New Construction,,1.50 psi,,,"1""ø-1""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/2""",,,Standard,,Yes,,,,0.00 CF,,,,
1442803,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"7/8""","7/8""",,,,,,,"11' - 5""",0,,Standard,,"1 1/8""",,,"5/8""",,,,,,,,,0H8$1hpsT7phV4HoxvmA0Z,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1""",,"1""","1""",,,"1/2""",,,,,"1""ø-1""ø",New Construction,,1.50 psi,,,"1""ø-1""ø",,,,,,,,,,,,,,,,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,,"1/2""",,,Standard,,Yes,,,,0.00 CF,,,,
1447116,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"5/8""","5/8""",,,,,,,"3' - 6""",0,,Standard,,"5/8""",,,"3/8""",,,,,,,,,3b_$ZbkwX00PVzkyqxZXa3,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"1/2""",,"1/2""","1/2""",,,"1/4""",,,,,"1/2""ø-1/2""ø",New Construction,,2.47 psi,,,"1/2""ø-1/2""ø",,,,,,,,,,,,,,,,,Domestic Hot Water,Domestic Hot Water 7,Domestic Hot Water,,"1/4""",,,Standard,,Yes,,,,0.00 CF,,,,
1447330,Tee Sanitary - PVC - Sch 40 - DWV,Standard,L4,90.00°,,,-2008049,"3 7/8""",,,"3 7/8""","3 7/8""",,,,"-2' - 2""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,2cfjfwBKL9fBx0cnn$z38K,,"0""",,,,"186 1/8""","2 1/2""","1 3/4""","1 3/4""","183 7/8""","3 7/8""","183 7/8""","5 5/8""","187 7/8""","6 3/8""","3 7/8""","0""",3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø-4""ø",New Construction,,,"2 1/2""","2 1/2""","4""ø-4""ø-4""ø","6 1/8""","1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.17 CF,"1/4""",,,
1447349,Bend - PVC - Sch 40 - DWV,Standard,L4,90.00°,90.00°,,-2008049,"3 7/8""",,,"3 7/8""","3 7/8""","3 5/8""",,,"-2' - 2""",0,,Standard,,"4 1/2""",,,"2 1/4""",,,,,,,,,2cfjfwBKL9fBx0cnn$z383,,"0""",,,,"3 7/8""",,,,"5 5/8""",,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø",New Construction,,0.00 psi,,,"4""ø-4""ø",,"1 3/4""",,,"4 1/2""",,,"5""",,,"2 1/2""",,,,,,Sanitary,Building Sanitary,Sanitary,,"1 3/4""",,,Standard,,Yes,,,,0.10 CF,"1/4""",,,
1447776,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"1 3/8""","1 3/8""",,,,,,,"0' - 8""",0,,Standard,,"2 1/8""",,,"1 1/8""",,,,,,,,,2cfjfwBKL9fBx0cnn$z33M,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"2""",,"2""","2""",,,"1""",,,,,"2""ø-2""ø",New Construction,,0.00 psi,,,"2""ø-2""ø",,,,,,,,,,,,,,,,,Sanitary,Building Sanitary,Sanitary,,"7/8""",,,Standard,,Yes,,,,0.00 CF,,,,
1447985,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"1 3/8""","1 3/8""",,,,,,,"-1' - 0""",0,,Standard,,"2 1/8""",,,"1 1/8""",,,,,,,,,2cfjfwBKL9fBx0cnn$z3_7,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"2""",,"2""","2""",,,"1""",,,,,"2""ø-2""ø",New Construction,,0.00 psi,,,"2""ø-2""ø",,,,,,,,,,,,,,,,,Sanitary,Building Sanitary,Sanitary,,"7/8""",,,Standard,,Yes,,,,0.00 CF,,,,
1448151,Elbow - Generic,Standard,L4,90.00°,,,-2008049,"1 3/8""","1 3/8""",,,,,,,"-2' - 2""",0,,Standard,,"2 1/8""",,,"1 1/8""",,,,,,,,,2VRX0g_EX8X9h8iiQx_$KJ,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"2""",,"2""","2""",,,"1""",,,,,"2""ø-2""ø",New Construction,,0.00 psi,,,"2""ø-2""ø",,,,,,,,,,,,,,,,,Sanitary,Building Sanitary,Sanitary,,"7/8""",,,Standard,,Yes,,,,0.00 CF,,,,
1448272,Tee - Generic,Standard,L4,45.00°,45.00°,,-2008049,,"2 5/8""","5""",,,,,,"-2' - 2""",0,,Standard,,"4 1/8""",,,"2 1/8""",,,,,,,,,2VRX0g_EX8X9h8iiQx_$IK,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø-4""ø",New Construction,,,,,"4""ø-4""ø-4""ø",,,,,,,,,,,,,,,,,Sanitary,Building Sanitary,Sanitary,,"1 5/8""",,,Standard,,Yes,,,,0.10 CF,,,,
1448281,Transition - Generic,Standard,L4,,,0 SF,-2008049,,,,,,,,,"-2' - 2""",0,,Standard,,,"4 1/8""","2 1/8""",,"2 1/8""","1 1/8""",,,,"120""",,,2VRX0g_EX8X9h8iiQx_$IT,,"0""",,,"1""",,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,"4 1/8""",,"4""",,"2""",,"4""","2""",,"2""","1""","2""","2""","4""ø-2""ø",New Construction,,0.00 psi,,,"4""ø-2""ø",,,,,,,,,,,,,,,,,Sanitary,Building Sanitary,Sanitary,,,"1 5/8""","7/8""",Standard,,Yes,No,Yes,No,0.00 CF,,,,"120"""
1448284,Elbow - Generic,Standard,L4,45.00°,,,-2008049,"1 3/8""","1/2""",,,,,,,"-2' - 2""",0,,Standard,,"2 1/8""",,,"1 1/8""",,,,,,,,,2VRX0g_EX8X9h8iiQx_$IO,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"2""",,"2""","2""",,,"1""",,,,,"2""ø-2""ø",New Construction,,0.00 psi,,,"2""ø-2""ø",,,,,,,,,,,,,,,,,Sanitary,Building Sanitary,Sanitary,,"3/8""",,,Standard,,Yes,,,,0.00 CF,,,,
1448457,Tee - Generic,Standard,L4,45.00°,45.00°,,-2008049,,"2 5/8""","5""",,,,,,"-3' - 6 3/16""",0,,Standard,,"4 1/8""",,,"2 1/8""",,,,,,,,,2VRX0g_EX8X9h8iiQx_$VD,,"0""",,,,,,,,,,,,,,,,3bf616f9-6b98-4a21-80ff-da1120c8f6d6,,,,,"4""",,"4""","4""",,,"2""",,,,,"4""ø-4""ø-4""ø",New Construction,,,,,"4""ø-4""ø-4""ø",,,,,,,,,,,,,,,,,Sanitary,Building Sanitary,Sanitary,,"1 5/8""",,,Standard,,Yes,,,,0.10 CF,,,,
