Element Id,Family,Type,Level,Additional Flow,Area,Category,Comments,Connection Type,Design Option,Diameter,Export to IFC,Export to IFC As,Family Name,Fixture Units,Flow,Flow State,Friction,Friction Factor,Horizontal Justification,IFC Predefined Type,IfcGUID,Image,Inside Diameter,Insulation Thickness,Insulation Type,Length,Lower End Bottom Elevation,Lower End Centerline Elevation,Lower End Invert Elevation,Mark,Material,Middle Elevation,Outside Diameter,Overall Size,Phase Created,Phase Demolished,Pipe Segment,Pressure Drop,Reference Level,Relative Roughness,Reynolds Number,Roughness,Schedule/Type,Section,Segment Description,Size,Slope,System Abbreviation,System Classification,System Name,System Type,Type Name,Upper End Centerline Elevation,Upper End Top Elevation,Velocity,Velocity Pressure,Vertical Justification,Wall Thickness
1454133,Pipe Types,Copper,,0 GPM,1 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIM0v,,"1/2""","0""",,"7' - 3 1/32""","3' - 7 9/16""","3' - 7 9/16""","3' - 7 9/16""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L5,,,"0.00010""",K,,,"1/2""ø",,,Domestic Hot Water,Domestic Hot Water 10,Domestic Hot Water,Copper,"10' - 10 19/32""","10' - 10 19/32""",,,0,"0"""
1454142,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIM0m,,"1/2""","0""",,"0' - 11 7/8""","10' - 10 27/32""",,"10' - 10 29/32""",,Copper,"10' - 11 5/32""","5/8""","1/2""ø",New Construction,,Copper - K,,L5,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Hot Water,Domestic Hot Water 10,Domestic Hot Water,Copper,,"10' - 11 15/32""",,,0,"0"""
1454234,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIM2K,,"1/2""","0""",,"1' - 2 11/16""","3' - 6 11/16""",,"3' - 6 3/4""",,Copper,"3' - 7""","5/8""","1/2""ø",New Construction,,Copper - K,,L5,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Hot Water,Domestic Hot Water 10,Domestic Hot Water,Copper,,"3' - 7 5/16""",,,0,"0"""
1454287,Pipe Types,Copper,,0 GPM,6 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIM33,,"1/2""","0""",,"49' - 3 13/16""","10' - 10 27/32""",,"10' - 10 29/32""",,Copper,"10' - 11 5/32""","5/8""","1/2""ø",New Construction,,Copper - K,,L5,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Hot Water,Domestic Hot Water 10,Domestic Hot Water,Copper,,"10' - 11 15/32""",,,0,"0"""
1454608,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIM82,,"1/2""","0""",,"0' - 4""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L5,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Hot Water,Domestic Hot Water 10,Domestic Hot Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1454610,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIM8S,,"1/2""","0""",,"1' - 7 15/16""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L5,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Hot Water,Domestic Hot Water 10,Domestic Hot Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1454623,Pipe Types,Copper,,0 GPM,1 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIM4W,,"1/2""","0""",,"9' - 4 1/32""","1' - 6 9/16""","1' - 6 9/16""","1' - 6 9/16""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L5,,,"0.00010""",K,,,"1/2""ø",,,Domestic Hot Water,Domestic Hot Water 10,Domestic Hot Water,Copper,"10' - 10 19/32""","10' - 10 19/32""",,,0,"0"""
1454800,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,5,,,,,0,,2xx9k4jcL0MOLa9uNdIMB2,,"1/2""","0""",,"0' - 11 3/8""","11' - 0 3/16""",,"11' - 0 1/4""",,Copper,"11' - 0 1/2""","5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"11' - 0 13/16""",,,0,"0"""
1454804,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,0,,,,,0,,2xx9k4jcL0MOLa9uNdIMBU,,"1/2""","0""",,"1' - 4 7/16""","2' - 6 9/16""","2' - 6 9/16""","2' - 6 9/16""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"3' - 11""","3' - 11""",,,0,"0"""
1454806,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,0,,,,,0,,2xx9k4jcL0MOLa9uNdIMBO,,"1/2""","0""",,"0' - 0 7/8""","2' - 5 11/16""",,"2' - 5 3/4""",,Copper,"2' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"2' - 6 5/16""",,,0,"0"""
1454810,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,0,,,,,0,,2xx9k4jcL0MOLa9uNdIMBK,,"1""","0""",,"0' - 11 13/16""","2' - 5 7/16""",,"2' - 5 1/2""",,Copper,"2' - 6""","1 1/8""","1""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"2' - 6 9/16""",,,0,"1/8"""
1454812,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,0,,,,,0,,2xx9k4jcL0MOLa9uNdIMBM,,"1""","0""",,"0' - 2 1/8""","2' - 6 13/16""","2' - 6 13/16""","2' - 6 13/16""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"2' - 8 15/16""","2' - 8 15/16""",,,0,"1/8"""
1454822,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMBe,,"1/2""","0""",,"0' - 3 7/16""","3' - 7 9/16""","3' - 7 9/16""","3' - 7 9/16""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø",,,Domestic Hot Water,Domestic Hot Water 9,Domestic Hot Water,Copper,"3' - 11""","3' - 11""",,,0,"0"""
1454824,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMBg,,"1/2""","0""",,"0' - 0 7/8""","3' - 6 11/16""",,"3' - 6 3/4""",,Copper,"3' - 7""","5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Hot Water,Domestic Hot Water 9,Domestic Hot Water,Copper,,"3' - 7 5/16""",,,0,"0"""
1454828,Pipe Types,Copper,,0 GPM,1 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMBc,,"1/2""","0""",,"7' - 3 1/32""","3' - 7 9/16""","3' - 7 9/16""","3' - 7 9/16""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø",,,Domestic Hot Water,Domestic Hot Water 9,Domestic Hot Water,Copper,"10' - 10 19/32""","10' - 10 19/32""",,,0,"0"""
1454830,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMBW,,"1/2""","0""",,"0' - 11 7/8""","10' - 10 27/32""",,"10' - 10 29/32""",,Copper,"10' - 11 5/32""","5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Hot Water,Domestic Hot Water 9,Domestic Hot Water,Copper,,"10' - 11 15/32""",,,0,"0"""
1454834,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMBy,,"1/2""","0""",,"1' - 2 11/16""","3' - 6 11/16""",,"3' - 6 3/4""",,Copper,"3' - 7""","5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Hot Water,Domestic Hot Water 9,Domestic Hot Water,Copper,,"3' - 7 5/16""",,,0,"0"""
1455180,Pipe Types,Copper,,0 GPM,6 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMH6,,"1/2""","0""",,"49' - 3 1/16""","10' - 10 27/32""",,"10' - 10 29/32""",,Copper,"10' - 11 5/32""","5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Hot Water,Domestic Hot Water 9,Domestic Hot Water,Copper,,"10' - 11 15/32""",,,0,"0"""
1455249,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMIT,,"1/2""","0""",,"0' - 3 1/4""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Hot Water,Domestic Hot Water 11,Domestic Hot Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1455251,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMIV,,"1/2""","0""",,"1' - 7 15/16""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Hot Water,Domestic Hot Water 11,Domestic Hot Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1455255,Pipe Types,Copper,,0 GPM,1 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMIR,,"1/2""","0""",,"9' - 4 1/32""","1' - 6 9/16""","1' - 6 9/16""","1' - 6 9/16""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø",,,Domestic Hot Water,Domestic Hot Water 11,Domestic Hot Water,Copper,"10' - 10 19/32""","10' - 10 19/32""",,,0,"0"""
1455290,Pipe Types,Copper,,0 GPM,1 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,5,,,,,0,,2xx9k4jcL0MOLa9uNdIMIq,,"1/2""","0""",,"9' - 5 1/8""","1' - 6 13/16""","1' - 6 13/16""","1' - 6 13/16""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"10' - 11 15/16""","10' - 11 15/16""",,,0,"0"""
1455296,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMIo,,"1/2""","0""",,"0' - 0 5/8""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1455298,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMJC,,"1/2""","0""",,"0' - 10""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1455302,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMJ8,,"1/2""","0""",,"0' - 3 1/4""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Hot Water,Domestic Hot Water 9,Domestic Hot Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1455304,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMJA,,"1/2""","0""",,"1' - 7 15/16""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Hot Water,Domestic Hot Water 9,Domestic Hot Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1455308,Pipe Types,Copper,,0 GPM,1 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMJ6,,"1/2""","0""",,"9' - 4 1/32""","1' - 6 9/16""","1' - 6 9/16""","1' - 6 9/16""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø",,,Domestic Hot Water,Domestic Hot Water 9,Domestic Hot Water,Copper,"10' - 10 19/32""","10' - 10 19/32""",,,0,"0"""
1455314,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMJS,,"1/2""","0""",,"0' - 8 5/8""","0' - 8 9/16""","0' - 8 9/16""","0' - 8 9/16""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"1' - 5 3/16""","1' - 5 3/16""",,,0,"0"""
1455316,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMJU,,"1/2""","0""",,"0' - 0 19/32""","0' - 7 11/16""",,"0' - 7 3/4""",,Copper,"0' - 8""","5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"0' - 8 5/16""",,,0,"0"""
1455318,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMJO,,"1/2""","0""",,"2' - 1 7/8""","0' - 7 11/16""",,"0' - 7 3/4""",,Copper,"0' - 8""","5/8""","1/2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"0' - 8 5/16""",,,0,"0"""
1456186,Pipe Types,Copper,,0 GPM,1 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMWq,,"1/2""","0""",,"7' - 3 1/32""","3' - 7 9/16""","3' - 7 9/16""","3' - 7 9/16""",,Copper,,"5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø",,,Domestic Hot Water,Domestic Hot Water 11,Domestic Hot Water,Copper,"10' - 10 19/32""","10' - 10 19/32""",,,0,"0"""
1456188,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMWs,,"1/2""","0""",,"0' - 11 7/8""","10' - 10 27/32""",,"10' - 10 29/32""",,Copper,"10' - 11 5/32""","5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Hot Water,Domestic Hot Water 11,Domestic Hot Water,Copper,,"10' - 11 15/32""",,,0,"0"""
1456192,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMWo,,"1/2""","0""",,"1' - 2 1/4""","3' - 6 11/16""",,"3' - 6 3/4""",,Copper,"3' - 7""","5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Hot Water,Domestic Hot Water 11,Domestic Hot Water,Copper,,"3' - 7 5/16""",,,0,"0"""
1456266,Pipe Types,Copper,,0 GPM,6 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,2xx9k4jcL0MOLa9uNdIMY4,,"1/2""","0""",,"49' - 3 1/16""","10' - 10 27/32""",,"10' - 10 29/32""",,Copper,"10' - 11 5/32""","5/8""","1/2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Hot Water,Domestic Hot Water 11,Domestic Hot Water,Copper,,"10' - 11 15/32""",,,0,"0"""
1467432,Pipe Types,PVC - DWV,,,0 SF,-2008044,,Generic,,"4""",0,,Pipe Types,6,,,,,0,,23EU9ZosXC$Propq92ib1w,,"4""","0""",,"0' - 3 15/16""","-1' - 5 3/8""","-1' - 5 3/8""","-1' - 5 3/8""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L5,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-1' - 1 7/16""","-1' - 1 7/16""",,,0,"1/4"""
1467653,Pipe Types,Copper,,,2 SF,-2008044,,Generic,,"4""",0,,Pipe Types,6,,,,,0,,23EU9ZosXC$Propq92ib5P,,"3 7/8""","0""",,"1' - 7 1/4""","-1' - 7 1/16""",,"-1' - 6 15/16""",,Copper,"-1' - 5""","4 1/8""","4""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"4""ø","0"" / 12""",,Sanitary,Building Sanitary,Sanitary,Copper,,"-1' - 2 15/16""",,,0,"1/8"""
1467671,Pipe Types,Copper,,,0 SF,-2008044,,Generic,,"4""",0,,Pipe Types,6,,,,,0,,23EU9ZosXC$Propq92ib5B,,"3 7/8""","0""",,"0' - 2 15/16""","-1' - 2 11/16""","-1' - 2 11/16""","-1' - 2 11/16""",,Copper,,"4 1/8""","4""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,Copper,"-0' - 11 3/4""","-0' - 11 3/4""",,,0,"1/8"""
1467681,Pipe Types,PVC - DWV,,,11 SF,-2008044,,Generic,,"4""",0,,Pipe Types,10,,,,,0,,23EU9ZosXC$Propq92ib0h,,"4""","0""",,"10' - 0 13/16""","0' - 10 9/16""","0' - 10 9/16""","0' - 10 9/16""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L4,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"10' - 11 3/8""","10' - 11 3/8""",,,0,"1/4"""
1467694,Pipe Types,PVC - DWV,,,1 SF,-2008044,,Generic,,"4""",0,,Pipe Types,6,,,,,0,,23EU9ZosXC$Propq92ib5m,,"4""","0""",,"0' - 8 9/16""","-2' - 5 1/4""",,"-2' - 5 1/32""",,Polyvinyl Chloride - Rigid,"-2' - 3""","4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L3,,,"0.00010""",Schedule 40,,,"4""ø","0"" / 12""",,Sanitary,Building Sanitary,Sanitary,PVC - DWV,,"-2' - 0 3/4""",,,0,"1/4"""
1468130,Pipe Types,PVC - DWV,,,1 SF,-2008044,,Generic,,"4""",0,,Pipe Types,6,,,,,0,,23EU9ZosXC$Propq92ibAy,,"4""","0""",,"1' - 0 29/32""","11' - 2 3/4""",,"11' - 3""",,Polyvinyl Chloride - Rigid,"11' - 5""","4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L4,,,"0.00010""",Schedule 40,,,"4""ø","0"" / 12""",,Sanitary,Building Sanitary,Sanitary,PVC - DWV,,"11' - 7 1/4""",,,0,"1/4"""
1468254,Pipe Types,Copper,,,2 SF,-2008044,,Generic,,"2""",0,,Pipe Types,4,,,,,0,,23EU9ZosXC$Propq92ibC0,,"2""","0""",,"4' - 5 23/32""","0' - 10 15/16""",,"0' - 11 1/32""",,Copper,"1' - 0""","2 1/8""","2""ø",New Construction,,Copper - K,,L5,,,"0.00010""",K,,,"2""ø","0"" / 12""",,Sanitary,Building Sanitary,Sanitary,Copper,,"1' - 1 1/16""",,,0,"1/8"""
1468278,Pipe Types,PVC - DWV,,,2 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,23EU9ZosXC$Propq92ib0h,,"4""","0""",,"2' - 4 7/16""","11' - 9""","11' - 9""","11' - 9""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L4,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"14' - 1 7/16""","14' - 1 7/16""",,,0,"1/4"""
1468660,Pipe Types,PVC - DWV,,,3 SF,-2008044,,Generic,,"2""",0,,Pipe Types,0,,,,,0,,23EU9ZosXC$Propq92ibok,,"2 1/8""","0""",,"6' - 5 7/8""","17' - 4 7/16""","17' - 4 7/16""","17' - 4 7/16""",,Polyvinyl Chloride - Rigid,,"2 3/8""","2""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L4,,,"0.00010""",Schedule 40,,,"2""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"23' - 10 5/16""","23' - 10 5/16""",,,0,"1/8"""
1468672,Pipe Types,PVC - DWV,,,1 SF,-2008044,,Generic,,"2""",0,,Pipe Types,0,,,,,0,,23EU9ZosXC$Propq92iboY,,"2 1/8""","0""",,"1' - 7 1/2""","24' - 1 5/16""","24' - 2 5/32""","24' - 1 7/16""",,Polyvinyl Chloride - Rigid,,"2 3/8""","2""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L4,,,"0.00010""",Schedule 40,,,"2""ø","12"" / 12""",,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"25' - 3 15/16""","25' - 4 25/32""",,,0,"1/8"""
1468684,Pipe Types,PVC - DWV,,,3 SF,-2008044,,Generic,,"2""",0,,Pipe Types,0,,,,,0,,23EU9ZosXC$Propq92ibrM,,"2 1/8""","0""",,"6' - 3 3/4""","25' - 7 25/32""","25' - 7 25/32""","25' - 7 25/32""",,Polyvinyl Chloride - Rigid,,"2 3/8""","2""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L4,,,"0.00010""",Schedule 40,,,"2""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"31' - 11 17/32""","31' - 11 17/32""",,,0,"1/8"""
1468809,Pipe Types,Copper,,,0 SF,-2008044,,Generic,,"2""",0,,Pipe Types,4,,,,,0,,23EU9ZosXC$Propq92ibtL,,"2""","0""",,"0' - 1 3/8""","0' - 6 15/16""",,"0' - 7 1/32""",,Copper,"0' - 8""","2 1/8""","2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"2""ø","0"" / 12""",,Sanitary,Building Sanitary,Sanitary,Copper,,"0' - 9 1/16""",,,0,"1/8"""
1468811,Pipe Types,Copper,,,2 SF,-2008044,,Generic,,"2""",0,,Pipe Types,4,,,,,0,,23EU9ZosXC$Propq92ibtN,,"2""","0""",,"4' - 5 23/32""","0' - 6 15/16""",,"0' - 7 1/32""",,Copper,"0' - 8""","2 1/8""","2""ø",New Construction,,Copper - K,,L4,,,"0.00010""",K,,,"2""ø","0"" / 12""",,Sanitary,Building Sanitary,Sanitary,Copper,,"0' - 9 1/16""",,,0,"1/8"""
1468826,Pipe Types,PVC - DWV,,,2 SF,-2008044,,Generic,,"4""",0,,Pipe Types,14,,,,,0,,23EU9ZosXC$Propq92ib0h,,"4""","0""",,"1' - 7 7/8""","-1' - 2 7/16""","-1' - 2 7/16""","-1' - 2 7/16""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L4,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"0' - 5 7/16""","0' - 5 7/16""",,,0,"1/4"""
1468838,Pipe Types,Copper,,,0 SF,-2008044,,Generic,,"2""",0,,Pipe Types,4,,,,,0,,23EU9ZosXC$Propq92ibtu,,"2""","0""",,"0' - 1 3/8""","0' - 6 15/16""",,"0' - 7 1/32""",,Copper,"0' - 8""","2 1/8""","2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"2""ø","0"" / 12""",,Sanitary,Building Sanitary,Sanitary,Copper,,"0' - 9 1/16""",,,0,"1/8"""
1468840,Pipe Types,Copper,,,2 SF,-2008044,,Generic,,"2""",0,,Pipe Types,4,,,,,0,,23EU9ZosXC$Propq92ibtw,,"2""","0""",,"4' - 5 23/32""","0' - 6 15/16""",,"0' - 7 1/32""",,Copper,"0' - 8""","2 1/8""","2""ø",New Construction,,Copper - K,,L3,,,"0.00010""",K,,,"2""ø","0"" / 12""",,Sanitary,Building Sanitary,Sanitary,Copper,,"0' - 9 1/16""",,,0,"1/8"""
1468874,Pipe Types,PVC - DWV,,,11 SF,-2008044,,Generic,,"4""",0,,Pipe Types,20,,,,,0,,23EU9ZosXC$Propq92ibsK,,"4""","0""",,"10' - 9 7/8""","-12' - 5 7/16""","-12' - 5 7/16""","-12' - 5 7/16""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L4,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-1' - 7 9/16""","-1' - 7 9/16""",,,0,"1/4"""
