Element Id,Family,Type,Level,Additional Flow,Area,Category,Comments,Connection Type,Design Option,Diameter,Export to IFC,Export to IFC As,Family Name,Fixture Units,Flow,Flow State,Friction,Friction Factor,Horizontal Justification,IFC Predefined Type,IfcGUID,Image,Inside Diameter,Insulation Thickness,Insulation Type,Length,Lower End Bottom Elevation,Lower End Centerline Elevation,Lower End Invert Elevation,Mark,Material,Middle Elevation,Outside Diameter,Overall Size,Phase Created,Phase Demolished,Pipe Segment,Pressure Drop,Reference Level,Relative Roughness,Reynolds Number,Roughness,Schedule/Type,Section,Segment Description,Size,Slope,System Abbreviation,System Classification,System Name,System Type,Type Name,Upper End Centerline Elevation,Upper End Top Elevation,Velocity,Velocity Pressure,Vertical Justification,Wall Thickness
1380065,Pipe Types,PVC - DWV,,,2 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1Z2CFtDVr3aw3HeCXkWToV,,"4""","0""",,"1' - 5 31/32""","-1' - 9 9/32""","-1' - 9 9/32""","-1' - 9 9/32""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L1 - Block 37,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1380135,Pipe Types,PVC - DWV,,,1 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1Z2CFtDVr3aw3HeCXkWTrP,,"4""","0""",,"1' - 5 1/16""","-1' - 8 3/8""","-1' - 8 3/8""","-1' - 8 3/8""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L3,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1380148,Pipe Types,PVC - DWV,,,1 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1Z2CFtDVr3aw3HeCXkWTrC,,"4""","0""",,"1' - 5 1/16""","-1' - 8 3/8""","-1' - 8 3/8""","-1' - 8 3/8""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L3,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1380161,Pipe Types,PVC - DWV,,,1 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1Z2CFtDVr3aw3HeCXkWTq$,,"4""","0""",,"1' - 3 1/16""","-1' - 6 3/8""","-1' - 6 3/8""","-1' - 6 3/8""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L3,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1380174,Pipe Types,PVC - DWV,,,1 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1Z2CFtDVr3aw3HeCXkWTqo,,"4""","0""",,"1' - 3 1/16""","-1' - 6 3/8""","-1' - 6 3/8""","-1' - 6 3/8""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L3,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1380355,Pipe Types,PVC - DWV,,,1 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1Z2CFtDVr3aw3HeCXkWS9z,,"4""","0""",,"1' - 5 1/16""","-1' - 8 3/8""","-1' - 8 3/8""","-1' - 8 3/8""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L4,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1380392,Pipe Types,PVC - DWV,,,1 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1Z2CFtDVr3aw3HeCXkWS9O,,"4""","0""",,"1' - 5 1/16""","-1' - 8 3/8""","-1' - 8 3/8""","-1' - 8 3/8""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L4,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1380405,Pipe Types,PVC - DWV,,,1 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1Z2CFtDVr3aw3HeCXkWS9B,,"4""","0""",,"1' - 3 1/16""","-1' - 6 3/8""","-1' - 6 3/8""","-1' - 6 3/8""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L4,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1380418,Pipe Types,PVC - DWV,,,1 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1Z2CFtDVr3aw3HeCXkWS8_,,"4""","0""",,"1' - 3 1/16""","-1' - 6 13/32""","-1' - 6 3/8""","-1' - 6 13/32""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L4,,,"0.00010""",Schedule 40,,,"4""ø","4686 1/8"" / 12""",,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1380433,Pipe Types,PVC - DWV,,,0 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1Z2CFtDVr3aw3HeCXkWS8l,,"4""","0""",,"0' - 1 13/16""","-0' - 5 1/8""","-0' - 5 1/8""","-0' - 5 1/8""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L4,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1380446,Pipe Types,PVC - DWV,,,0 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1Z2CFtDVr3aw3HeCXkWS8Y,,"4""","0""",,"0' - 5 1/4""","-0' - 8 9/16""","-0' - 8 9/16""","-0' - 8 9/16""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L4,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1380491,Pipe Types,PVC - DWV,,,1 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1Z2CFtDVr3aw3HeCXkWSBr,,"4""","0""",,"1' - 3 1/16""","-1' - 6 3/8""","-1' - 6 3/8""","-1' - 6 3/8""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L5,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1380504,Pipe Types,PVC - DWV,,,1 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1Z2CFtDVr3aw3HeCXkWSBe,,"4""","0""",,"1' - 3 1/16""","-1' - 6 3/8""","-1' - 6 3/8""","-1' - 6 3/8""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L5,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1380596,Pipe Types,PVC - DWV,,,1 SF,-2008044,,Generic,,"4""",0,,Pipe Types,6,,,,,0,,1Z2CFtDVr3aw3HeCXkWSAC,,"4""","0""",,"0' - 8 15/16""","-1' - 9 3/8""","-1' - 9 3/8""","-1' - 9 3/8""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L3,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-1' - 0 7/16""","-1' - 0 7/16""",,,0,"1/4"""
1380719,Pipe Types,PVC - DWV,,,1 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1AmYlPBcT84RlniSlB_Qai,,"4""","0""",,"1' - 3 9/16""","-1' - 6 7/8""","-1' - 6 7/8""","-1' - 6 7/8""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L2,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1380747,Pipe Types,PVC - DWV,,,1 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1AmYlPBcT84RlniSlB_Qd8,,"4""","0""",,"0' - 11 1/16""","-1' - 2 3/8""","-1' - 2 3/8""","-1' - 2 3/8""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L2,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1380760,Pipe Types,PVC - DWV,,,1 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1AmYlPBcT84RlniSlB_QdL,,"4""","0""",,"0' - 11 1/16""","-1' - 2 3/8""","-1' - 2 3/8""","-1' - 2 3/8""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L2,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1381128,Pipe Types,PVC - DWV,,,2 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1AmYlPBcT84RlniSlB_Qj5,,"4""","0""",,"2' - 1 1/16""","10' - 11 5/8""","10' - 11 5/8""","10' - 11 5/8""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L5,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"13' - 0 11/16""","13' - 0 11/16""",,,0,"1/4"""
1381141,Pipe Types,PVC - DWV,,,2 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1AmYlPBcT84RlniSlB_QjM,,"4""","0""",,"2' - 1 1/16""","-2' - 4 3/8""","-2' - 4 3/8""","-2' - 4 3/8""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,R2,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1381225,Pipe Types,PVC - DWV,,,2 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1AmYlPBcT84RlniSlB_Qig,,"4""","0""",,"1' - 5 15/16""","-1' - 9 1/4""","-1' - 9 1/4""","-1' - 9 1/4""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L1 - Block 37,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1381238,Pipe Types,PVC - DWV,,,3 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1AmYlPBcT84RlniSlB_Qit,,"4""","0""",,"3' - 0 19/32""","-3' - 3 29/32""","-3' - 3 29/32""","-3' - 3 29/32""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L1 - Block 37,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1381266,Pipe Types,PVC - DWV,,,0 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1AmYlPBcT84RlniSlB_QlJ,,"4""","0""",,"0' - 4 3/4""","-0' - 8 1/16""","-0' - 8 1/16""","-0' - 8 1/16""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L1 - Block 37,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1381281,Pipe Types,PVC - DWV,,,0 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1AmYlPBcT84RlniSlB_QlY,,"4""","0""",,"0' - 4 3/4""","-0' - 8 1/16""","-0' - 8 1/16""","-0' - 8 1/16""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L1 - Block 37,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-0' - 3 5/16""","-0' - 3 5/16""",,,0,"1/4"""
1381318,Pipe Types,PVC - DWV,,,1 SF,-2008044,,Generic,,"4""",0,,Pipe Types,4,,,,,0,,1AmYlPBcT84RlniSlB_Qk7,,"4""","0""",,"0' - 8 1/32""","-3' - 4 27/32""","-3' - 4 27/32""","-3' - 4 27/32""",,Polyvinyl Chloride - Rigid,,"4 1/2""","4""ø",New Construction,,Polyvinyl Chloride - Rigid - Schedule 40,,L1 - Block 37,,,"0.00010""",Schedule 40,,,"4""ø",,,Sanitary,Building Sanitary,Sanitary,PVC - DWV,"-2' - 8 13/16""","-2' - 8 13/16""",,,0,"1/4"""
1381492,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,1AmYlPBcT84RlniSlB_Qmn,,"1/2""","0""",,"0' - 1 1/8""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L2,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1381809,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1/2""",0,,Pipe Types,2.5,,,,,0,,1AmYlPBcT84RlniSlB_Qto,,"1/2""","0""",,"0' - 1 3/8""","1' - 5 11/16""",,"1' - 5 3/4""",,Copper,"1' - 6""","5/8""","1/2""ø",New Construction,,Copper - K,,L2,,,"0.00010""",K,,,"1/2""ø","0"" / 12""",,Domestic Hot Water,Domestic Hot Water 1,Domestic Hot Water,Copper,,"1' - 6 5/16""",,,0,"0"""
1394276,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,15,,,,,0,,2jOLRm8iL5AvdWvCFIUGFj,,"1""","0""",,"0' - 5 5/8""","5' - 3 23/32""","5' - 3 23/32""","5' - 3 23/32""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,Parking,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"5' - 9 3/8""","5' - 9 3/8""",,,0,"1/8"""
1395292,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,15,,,,,0,,2jOLRm8iL5AvdWvCFIUGFj,,"1""","0""",,"0' - 3 3/8""","6' - 1 1/8""","6' - 1 1/8""","6' - 1 1/8""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,Parking,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"6' - 4 1/2""","6' - 4 1/2""",,,0,"1/8"""
1395576,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,12.5,,,,,0,,2jOLRm8iL5AvdWvCFIUGF5,,"1""","0""",,"0' - 5 5/8""","5' - 3 23/32""","5' - 3 23/32""","5' - 3 23/32""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,Parking,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"5' - 9 3/8""","5' - 9 3/8""",,,0,"1/8"""
1395616,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,5,,,,,0,,2jOLRm8iL5AvdWvCFIUGFO,,"1""","0""",,"0' - 5 5/8""","5' - 3 23/32""","5' - 3 23/32""","5' - 3 23/32""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,Parking,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"5' - 9 3/8""","5' - 9 3/8""",,,0,"1/8"""
1395914,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,12.5,,,,,0,,2jOLRm8iL5AvdWvCFIUGF5,,"1""","0""",,"0' - 3 3/8""","6' - 1 1/8""","6' - 1 1/8""","6' - 1 1/8""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,Parking,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"6' - 4 1/2""","6' - 4 1/2""",,,0,"1/8"""
1395991,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,5,,,,,0,,2jOLRm8iL5AvdWvCFIUGFO,,"1""","0""",,"0' - 3 3/8""","6' - 1 1/8""","6' - 1 1/8""","6' - 1 1/8""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,Parking,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"6' - 4 1/2""","6' - 4 1/2""",,,0,"1/8"""
1396102,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,15,,,,,0,,2jOLRm8iL5AvdWvCFIUG8n,,"1""","0""",,"0' - 5 5/8""","5' - 3 23/32""","5' - 3 23/32""","5' - 3 23/32""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,Parking,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"5' - 9 3/8""","5' - 9 3/8""",,,0,"1/8"""
1396130,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,15,,,,,0,,2jOLRm8iL5AvdWvCFIUG8A,,"1""","0""",,"0' - 5 5/8""","5' - 3 23/32""","5' - 3 23/32""","5' - 3 23/32""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,Parking,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"5' - 9 3/8""","5' - 9 3/8""",,,0,"1/8"""
1396158,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,12.5,,,,,0,,2jOLRm8iL5AvdWvCFIUG9Z,,"1""","0""",,"0' - 5 5/8""","5' - 3 23/32""","5' - 3 23/32""","5' - 3 23/32""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,Parking,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"5' - 9 3/8""","5' - 9 3/8""",,,0,"1/8"""
1396200,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,5,,,,,0,,0A60OmvXzCyetWhhibppzG,,"1""","0""",,"0' - 5 5/8""","5' - 3 23/32""","5' - 3 23/32""","5' - 3 23/32""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,Parking,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"5' - 9 3/8""","5' - 9 3/8""",,,0,"1/8"""
1396226,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,0,,,,,0,,0A60OmvXzCyetWhhibppzb,,"1""","0""",,"0' - 5 5/8""","5' - 3 23/32""","5' - 3 23/32""","5' - 3 23/32""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,Parking,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"5' - 9 3/8""","5' - 9 3/8""",,,0,"1/8"""
1396266,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,15,,,,,0,,0A60OmvXzCyetWhhibppz_,,"1""","0""",,"0' - 5 5/8""","5' - 3 23/32""","5' - 3 23/32""","5' - 3 23/32""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,Parking,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"5' - 9 3/8""","5' - 9 3/8""",,,0,"1/8"""
1396552,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,5,,,,,0,,0A60OmvXzCyetWhhibppzp,,"1""","0""",,"0' - 5 5/8""","5' - 3 23/32""","5' - 3 23/32""","5' - 3 23/32""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,Parking,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"5' - 9 3/8""","5' - 9 3/8""",,,0,"1/8"""
1396572,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,12.5,,,,,0,,0A60OmvXzCyetWhhibpp_4,,"1""","0""",,"0' - 5 5/8""","5' - 3 23/32""","5' - 3 23/32""","5' - 3 23/32""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,Parking,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"5' - 9 3/8""","5' - 9 3/8""",,,0,"1/8"""
1398390,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,15,,,,,0,,1cvCN3rmPEdhdjXPWnDLl1,,"1""","0""",,"0' - 5 5/8""","5' - 3 23/32""","5' - 3 23/32""","5' - 3 23/32""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,Parking,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"5' - 9 3/8""","5' - 9 3/8""",,,0,"1/8"""
1398423,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,15,,,,,0,,1cvCN3rmPEdhdjXPWnDLiY,,"1""","0""",,"0' - 5 5/8""","5' - 3 23/32""","5' - 3 23/32""","5' - 3 23/32""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,Parking,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"5' - 9 3/8""","5' - 9 3/8""",,,0,"1/8"""
1398456,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,12.5,,,,,0,,1cvCN3rmPEdhdjXPWnDLi3,,"1""","0""",,"0' - 5 5/8""","5' - 3 23/32""","5' - 3 23/32""","5' - 3 23/32""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,Parking,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"5' - 9 3/8""","5' - 9 3/8""",,,0,"1/8"""
1398489,Pipe Types,Copper,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,5,,,,,0,,1cvCN3rmPEdhdjXPWnDLji,,"1""","0""",,"0' - 5 5/8""","5' - 3 23/32""","5' - 3 23/32""","5' - 3 23/32""",,Copper,,"1 1/8""","1""ø",New Construction,,Copper - K,,Parking,,,"0.00010""",K,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Copper,"5' - 9 3/8""","5' - 9 3/8""",,,0,"1/8"""
1402005,Pipe Types,Cast Iron,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,15,,,,,0,,1cvCN3rmPEdhdjXPWnDMxp,,"1""","0""",,"0' - 5 5/8""","5' - 3 23/32""","5' - 3 23/32""","5' - 3 23/32""",,"Steel, Carbon",,"1 3/8""","1""ø",New Construction,,"Steel, Carbon - Schedule 40",,Parking,,,"0.00180""",Schedule 40,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Cast Iron,"5' - 9 3/8""","5' - 9 3/8""",,,0,"1/8"""
1402622,Pipe Types,Cast Iron,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,12.5,,,,,0,,1cvCN3rmPEdhdjXPWnDMj9,,"1""","0""",,"0' - 5 5/8""","5' - 3 23/32""","5' - 3 23/32""","5' - 3 23/32""",,"Steel, Carbon",,"1 3/8""","1""ø",New Construction,,"Steel, Carbon - Schedule 40",,Parking,,,"0.00180""",Schedule 40,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Cast Iron,"5' - 9 3/8""","5' - 9 3/8""",,,0,"1/8"""
1402650,Pipe Types,Cast Iron,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,5,,,,,0,,1cvCN3rmPEdhdjXPWnDMgj,,"1""","0""",,"0' - 5 5/8""","5' - 3 23/32""","5' - 3 23/32""","5' - 3 23/32""",,"Steel, Carbon",,"1 3/8""","1""ø",New Construction,,"Steel, Carbon - Schedule 40",,Parking,,,"0.00180""",Schedule 40,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Cast Iron,"5' - 9 3/8""","5' - 9 3/8""",,,0,"1/8"""
1402735,Pipe Types,Cast Iron,,0 GPM,0 SF,-2008044,,Generic,,"1""",0,,Pipe Types,12.5,,,,,0,,1cvCN3rmPEdhdjXPWnDMhQ,,"1""","0""",,"0' - 5 5/8""","5' - 3 23/32""","5' - 3 23/32""","5' - 3 23/32""",,"Steel, Carbon",,"1 3/8""","1""ø",New Construction,,"Steel, Carbon - Schedule 40",,Parking,,,"0.00180""",Schedule 40,,,"1""ø",,,Domestic Cold Water,Domestic Cold Water 1,Domestic Cold Water,Cast Iron,"5' - 9 3/8""","5' - 9 3/8""",,,0,"1/8"""
